Query_id	Query_length	Query_start	Query_end	Subject_id	Subject_length	Subject_start	Subject_end	Identity	Positive	Gap	Align_length	Score	E_value	Query_annotation	Subject_annotation
ZS_3_scaffold352580_1	7332	2708	2769	ISPa42	16941	11122	11061	0.9	--	0	62	75.8	8e-13	length=7332 	Family:Tn3
ZS_3_scaffold352915_1	1108	657	717	ISMno24	2157	1580	1640	0.9	--	0	61	73.8	4e-13	length=1108 	Family:IS91
ZS_3_scaffold353668_2	980	1	337	ISPa40	6592	1255	1591	0.95	--	0	337	549	1e-156	length=980 	Family:Tn3
ZS_3_scaffold353719_1	974	383	442	ISMch1	1294	937	878	0.9	--	0	60	71.9	2e-12	length=974 	Family:IS3
ZS_3_scaffold353991_1	1081	726	818	ISRsp7	2024	844	752	0.9	--	0	93	113	5e-25	length=1081 	Family:IS1380
ZS_3_scaffold354274_1	2340	1439	1513	ISCARN15	2427	572	646	0.94	--	0	75	117	7e-26	length=2340 	Family:IS66
ZS_3_scaffold354274_1	2340	1855	1904	ISCARN15	2427	935	984	0.9	--	0	50	60.0	1e-08	length=2340 	Family:IS66
ZS_3_scaffold354312_1	602	217	266	ISAzs14	1176	249	298	0.92	--	0	50	67.9	1e-11	length=602 	Family:IS630
ZS_3_scaffold354894_1	2753	749	831	ISAzs17	7252	3321	3403	0.9	--	0	83	101	5e-21	length=2753 	Family:Tn3
ZS_3_scaffold354917_2	584	35	84	ISCARN107	1172	539	490	0.9	--	0	50	60.0	4e-09	length=584 	Family:IS5
ZS_3_scaffold355079_1	716	557	612	ISStma11	4621	2663	2718	0.92	--	0	56	79.8	5e-15	length=716 	Family:ISL3
ZS_3_scaffold355430_3	2377	535	602	ISRtr2	1321	879	812	0.91	--	0	68	87.7	6e-17	length=2377 	Family:IS3
ZS_3_scaffold355701_1	832	612	673	ISTha4	1042	789	850	0.95	--	0	62	99.6	6e-21	length=832 	Family:IS1595
ZS_3_scaffold356128_1	826	71	128	ISTha1	1301	75	132	0.91	--	0.03	59	61.9	1e-09	length=826 	Family:ISAs1
ZS_3_scaffold356306_1	1113	335	384	TnXo19	18767	3841	3890	0.9	--	0	50	60.0	7e-09	length=1113 	Family:Tn3
ZS_3_scaffold356448_1	1556	1269	1348	ISRso8	1287	285	206	0.91	--	0	80	103	7e-22	length=1556 	Family:IS3
ZS_3_scaffold356457_1	1153	610	659	ISMmg2	1380	429	380	0.9	--	0	50	60.0	7e-09	length=1153 	Family:IS110
ZS_3_scaffold356823_1	1106	26	97	ISMdi27	2476	2307	2236	0.9	--	0	72	87.7	3e-17	length=1106 	Family:IS21
ZS_3_scaffold356936_1	1650	667	731	IS1416	1322	308	372	0.9	--	0	65	81.8	3e-15	length=1650 	Family:IS3
ZS_3_scaffold357149_1	947	11	70	ISMysp6	1077	918	859	0.93	--	0	60	87.7	3e-17	length=947 	Family:IS481
ZS_3_scaffold357326_1	992	873	930	ISAcp2	1025	824	881	0.91	--	0	58	75.8	1e-13	length=992 	Family:IS481
ZS_3_scaffold357340_1	2234	1407	1472	ISVei1	1214	584	519	0.9	--	0	66	83.8	9e-16	length=2234 	Family:IS3
ZS_3_scaffold357430_1	1408	302	376	ISDar2	1322	1068	994	0.92	--	0	75	101	3e-21	length=1408 	Family:IS4
ZS_3_scaffold357486_1	2103	1946	2006	ISAs16	1404	1235	1175	0.9	--	0	61	73.8	9e-13	length=2103 	Family:IS110
ZS_3_scaffold357569_1	1047	980	1035	ISMex16	1511	1150	1205	0.91	--	0	56	71.9	2e-12	length=1047 	Family:IS3
ZS_3_scaffold358361_1	1089	286	364	ISMno31	1510	1225	1147	0.92	--	0	79	109	8e-24	length=1089 	Family:IS3
ZS_3_scaffold358999_1	861	437	500	ISCARN30	832	419	482	0.92	--	0	64	87.7	2e-17	length=861 	Family:IS5
ZS_3_scaffold359818_1	1000	313	366	TnAs3	18735	9381	9328	0.96	--	0	54	91.7	2e-18	length=1000 	Family:Tn3
ZS_3_scaffold359904_1	723	430	482	ISEc62	2125	623	675	0.9	--	0	53	65.9	7e-11	length=723 	Family:IS21
ZS_3_scaffold360546_1	794	189	247	ISLxx5	1495	1026	968	0.91	--	0	59	77.8	2e-14	length=794 	Family:IS30
ZS_3_scaffold360568_1	858	476	567	ISMex13	2359	1974	2065	0.9	--	0	92	111	2e-24	length=858 	Family:IS21
ZS_3_scaffold361027_1	1189	266	325	ISSpu1	1244	1052	993	0.91	--	0	60	79.8	8e-15	length=1189 	Family:IS3
ZS_3_scaffold361030_1	1151	693	763	ISCARN85	816	448	378	0.94	--	0	71	109	8e-24	length=1151 	Family:IS5
ZS_3_scaffold361657_1	776	689	742	ISRta2	1386	58	5	0.9	--	0	54	67.9	2e-11	length=776 	Family:IS256
ZS_3_scaffold361783_1	1160	1	1160	ISShes11	7669	6268	5109	1	--	0	1160	2300	0.0	length=1160 	Family:Tn3
ZS_3_scaffold361843_1	721	259	310	ISMysp3	1362	353	302	0.94	--	0	52	79.8	5e-15	length=721 	Family:IS3
ZS_3_scaffold36188_1	916	666	726	ISAnsp10	1185	355	415	0.9	--	0	61	73.8	4e-13	length=916 	Family:IS630
ZS_3_scaffold362054_1	785	568	618	ISAzo6	1925	1360	1310	0.94	--	0	51	77.8	2e-14	length=785 	Family:IS1634
ZS_3_scaffold362085_2	1058	637	710	ISVsp13	1503	1004	1077	0.9	--	0	74	91.7	2e-18	length=1058 	Family:IS3
ZS_3_scaffold362088_1	1357	980	1032	ISAav4	1308	1013	1065	0.94	--	0	53	81.8	2e-15	length=1357 	Family:IS3
ZS_3_scaffold362959_1	1072	983	1032	ISMch1	1294	941	892	0.9	--	0	50	60.0	7e-09	length=1072 	Family:IS3
ZS_3_scaffold363046_1	884	259	320	ISThsp9	6215	5957	5896	0.91	--	0	62	83.8	4e-16	length=884 	Family:Tn3
ZS_3_scaffold363519_1	1693	1224	1273	ISDeac1	1736	397	348	0.9	--	0	50	60.0	1e-08	length=1693 	Family:IS1380
ZS_3_scaffold363591_1	1716	502	555	ISMrsp6	1655	1176	1123	0.92	--	0	54	75.8	2e-13	length=1716 	Family:IS1380
ZS_3_scaffold364176_1	2806	730	817	IS1394	1100	833	920	0.92	--	0	88	119	2e-26	length=2806 	Family:IS30
ZS_3_scaffold364463_1	1012	397	461	ISSde6	1235	289	353	0.9	--	0	65	81.8	2e-15	length=1012 	Family:IS3
ZS_3_scaffold364568_1	924	733	786	ISMva2	1966	5	58	0.94	--	0	54	83.8	4e-16	length=924 	Family:IS481
ZS_3_scaffold364692_1	1330	1108	1161	ISThsp4	1289	1000	1053	0.94	--	0	54	83.8	6e-16	length=1330 	Family:IS3
ZS_3_scaffold364965_2	1556	772	918	ISThsp1	1539	809	955	0.91	--	0	147	196	6e-50	length=1556 	Family:IS1182
ZS_3_scaffold364965_2	1556	1205	1281	ISThsp1	1539	1233	1309	0.9	--	0	77	97.6	4e-20	length=1556 	Family:IS1182
ZS_3_scaffold365003_1	1347	961	1013	ISKpn27	1080	690	742	0.9	--	0	53	65.9	1e-10	length=1347 	Family:IS481
ZS_3_scaffold365139_1	3520	3199	3256	ISBxe2	1287	311	254	0.91	--	0	58	75.8	4e-13	length=3520 	Family:IS3
ZS_3_scaffold365264_1	1003	647	696	ISMyma8	1247	302	253	0.9	--	0	50	60.0	6e-09	length=1003 	Family:IS3
ZS_3_scaffold365817_1	1429	1118	1167	TnXo19	18767	3661	3710	0.9	--	0	50	60.0	9e-09	length=1429 	Family:Tn3
ZS_3_scaffold365943_1	1089	748	808	ISOba2	1253	929	989	0.9	--	0	61	73.8	4e-13	length=1089 	Family:IS3
ZS_3_scaffold366095_1	1209	702	778	ISCARN44	1115	659	735	0.9	--	0	77	97.6	3e-20	length=1209 	Family:IS630
ZS_3_scaffold366197_1	1207	461	522	ISCARN95	2610	2418	2357	0.9	--	0	62	75.8	1e-13	length=1207 	Family:IS21
ZS_3_scaffold366282_2	6025	2524	2582	ISTesp3	1373	665	607	0.93	--	0	59	85.7	6e-16	length=6025 	Family:IS3
ZS_3_scaffold366326_2	2085	2027	2079	ISPst3	2606	488	540	0.9	--	0	53	65.9	2e-10	length=2085 	Family:IS21
ZS_3_scaffold366498_1	1171	951	1000	ISBp1	1214	941	990	0.94	--	0	50	75.8	1e-13	length=1171 	Family:IS3
ZS_3_scaffold366545_1	1855	1249	1313	ISNha3	1631	1137	1201	0.9	--	0	65	81.8	3e-15	length=1855 	Family:IS1380
ZS_3_scaffold366566_1	559	1	556	ISAzo17	2095	1930	1375	0.96	--	0	556	959	0.0	length=559 	Family:IS21
ZS_3_scaffold366566_2	790	2	790	ISAzo17	2095	1249	461	0.96	--	0	789	1334	0.0	length=790 	Family:IS21
ZS_3_scaffold366832_1	1712	490	578	ISMca3	1320	275	363	0.94	--	0	89	137	6e-32	length=1712 	Family:IS3
ZS_3_scaffold366897_1	1430	1246	1307	ISMdi7	2568	1393	1332	0.9	--	0	62	75.8	1e-13	length=1430 	Family:IS21
ZS_3_scaffold367111_1	5857	1947	2006	ISAli4	1324	873	814	0.93	--	0	60	87.7	2e-16	length=5857 	Family:IS3
ZS_3_scaffold367235_1	1325	4	805	ISAcc1	1610	1610	810	0.92	--	0	802	1122	0.0	length=1325 	Family:IS1182
ZS_3_scaffold367255_1	1415	1354	1414	ISMdi27	2476	783	843	0.9	--	0	61	73.8	6e-13	length=1415 	Family:IS21
ZS_3_scaffold367283_1	2363	2163	2242	ISCARN81	1406	786	865	0.91	--	0	80	103	1e-21	length=2363 	Family:IS3
ZS_3_scaffold367666_1	2751	2289	2344	ISVsp2	2089	1702	1757	0.91	--	0	56	71.9	4e-12	length=2751 	Family:IS1634
ZS_3_scaffold367931_1	2636	2223	2303	ISPkr1	2469	2232	2312	0.91	--	0	81	105	3e-22	length=2636 	Family:IS21
ZS_3_scaffold368082_1	2677	1173	1231	ISApr6	2479	1490	1432	0.91	--	0	59	77.8	7e-14	length=2677 	Family:IS66
ZS_3_scaffold368191_1	2699	1809	1864	ISPa42	16941	10678	10623	0.92	--	0	56	79.8	2e-14	length=2699 	Family:Tn3
ZS_3_scaffold368318_1	5022	1592	1658	ISCARN85	816	448	382	0.94	--	0	67	101	9e-21	length=5022 	Family:IS5
ZS_3_scaffold37078_1	743	324	407	ISAnsp11	1510	1204	1121	0.9	--	0	84	103	3e-22	length=743 	Family:IS3
ZS_3_scaffold37627_1	7254	5889	5941	ISBmu3	2697	1350	1298	0.92	--	0	53	73.8	3e-12	length=7254 	Family:IS21
ZS_3_scaffold37682_1	623	568	617	ISAzo26	2604	1544	1593	0.92	--	0	50	67.9	2e-11	length=623 	Family:IS91
ZS_3_scaffold4006_1	574	1	574	ISPps1	1863	1538	965	0.99	--	0	574	1130	0.0	length=574 	Family:IS91
ZS_3_scaffold4079_1	678	1	208	ISJsp1	1312	921	714	0.9	--	0	208	262	6e-70	length=678 	Family:IS3
ZS_3_scaffold4080_1	977	88	142	IS401	1316	1242	1188	0.9	--	0	55	69.9	6e-12	length=977 	Family:IS3
ZS_3_scaffold4314_1	693	213	266	ISPa63	2654	522	469	0.9	--	0	54	67.9	2e-11	length=693 	Family:IS21
ZS_3_scaffold44302_3	590	412	465	ISRso8	1287	913	966	0.92	--	0	54	75.8	6e-14	length=590 	Family:IS3
ZS_3_scaffold46114_1	940	524	584	ISBrsp9	1511	585	645	0.9	--	0	61	73.8	4e-13	length=940 	Family:IS1182
ZS_3_scaffold4713_2	610	1	51	IS1600	2520	2197	2147	0.9	--	0	51	61.9	9e-10	length=610 	Family:IS21
ZS_3_scaffold48646_1	699	82	212	IS1051	1158	548	678	0.9	--	0	131	165	1e-40	length=699 	Family:IS5
ZS_3_scaffold4877_1	2052	1980	2047	ISMpe1	1295	331	398	0.91	--	0	68	87.7	6e-17	length=2052 	Family:IS3
ZS_3_scaffold4877_2	9159	608	670	ISRasp1	1275	993	1055	0.9	--	0	63	77.8	2e-13	length=9159 	Family:IS3
ZS_3_scaffold48844_1	1670	345	418	ISStau11	1349	1082	1009	0.9	--	0	74	91.7	3e-18	length=1670 	Family:ISAzo13
ZS_3_scaffold4992_4	1487	103	1487	ISPa38	6455	3456	4840	0.92	--	0	1385	1976	0.0	length=1487 	Family:Tn3
ZS_3_scaffold6161_1	12526	10989	11060	IS476	1226	958	1029	0.95	--	0	72	119	1e-25	length=12526 	Family:IS3
ZS_3_scaffold6427_1	1631	541	594	ISPa55	1543	243	296	0.9	--	0	54	67.9	4e-11	length=1631 	Family:IS110
ZS_3_scaffold6453_1	720	1	720	ISAzo40	1694	1410	691	0.98	--	0	720	1364	0.0	length=720 	Family:IS1380
ZS_3_scaffold6835_2	1435	1	1435	TnAs3	18735	6173	4739	1	--	0	1435	2845	0.0	length=1435 	Family:Tn3
ZS_3_scaffold7104_1	1207	1	1207	IS1071	3201	2737	1531	0.99	--	0	1207	2385	0.0	length=1207 	Family:Tn3
ZS_3_scaffold7173_2	2233	2065	2142	ISPa63	2654	2276	2353	0.91	--	0	78	99.6	2e-20	length=2233 	Family:IS21
ZS_3_scaffold7206_1	1401	1	50	ISCARN16	2594	832	881	0.92	--	0	50	67.9	3e-11	length=1401 	Family:IS21
ZS_3_scaffold7326_1	1436	1096	1151	ISTdr1	1384	1086	1141	0.94	--	0	56	87.7	4e-17	length=1436 	Family:IS256
ZS_3_scaffold77422_2	845	671	747	ISPsp6	1210	643	567	0.9	--	0	77	97.6	2e-20	length=845 	Family:IS5
ZS_3_scaffold8186_1	823	1	823	TnAs3	18735	14696	13874	1	--	0	823	1631	0.0	length=823 	Family:Tn3
ZS_3_scaffold8186_1	823	701	823	TnAs3	18735	10837	10715	1	--	0	123	244	2e-64	length=823 	Family:Tn3
ZS_3_scaffold86850_2	518	220	272	ISAav3	1321	500	552	0.9	--	0	53	65.9	5e-11	length=518 	Family:IS5
ZS_3_scaffold86890_2	1153	794	852	ISPa47	1107	764	822	0.91	--	0	59	77.8	3e-14	length=1153 	Family:IS630
ZS_3_scaffold8959_2	3587	3102	3151	ISMsm6	1765	1097	1048	0.96	--	0	50	83.8	2e-15	length=3587 	Family:IS1634
ZS_3_scaffold8965_1	2990	2198	2247	IS476	1226	979	1028	0.98	--	0	50	91.7	5e-18	length=2990 	Family:IS3
ZS_3_scaffold9255_1	729	336	386	ISTni2	3451	1157	1107	0.9	--	0	51	61.9	1e-09	length=729 	Family:IS481
ZS_3_scaffold9539_2	2008	1678	1729	ISRme4	2469	725	674	0.92	--	0	52	71.9	3e-12	length=2008 	Family:IS21
ZS_3_scaffold9577_1	829	1	829	ISTha1	1301	265	1093	0.91	--	0	829	1065	0.0	length=829 	Family:ISAs1
ZS_3_scaffold96655_2	1435	1136	1198	ISPa27	1361	225	163	0.9	--	0	63	77.8	4e-14	length=1435 	Family:IS256
ZS_3_scaffold9670_2	878	772	863	ISThsp20	833	493	402	0.91	--	0	92	119	7e-27	length=878 	Family:IS5
ZS_3_scaffold97_3	621	478	529	ISRme4	2469	674	725	0.9	--	0	52	63.9	2e-10	length=621 	Family:IS21
Query_id	Query_length	Query_start	Query_end	Subject_id	Subject_length	Subject_start	Subject_end	Identity	Positive	Gap	Align_length	Score	E_value	Query_annotation	Subject_annotation
ZS_6_C6237088_1	508	101	175	ISPst7	1192	312	238	0.9	--	0	75	93.7	2e-19	length=508 	Family:IS5
ZS_6_C6248732_1	525	1	514	ISPa38	6455	514	1	1	--	0	514	1019	0.0	length=525 	Family:Tn3
ZS_6_C6255270_1	535	128	188	ISStau1	1376	869	809	0.9	--	0	61	73.8	2e-13	length=535 	Family:IS3
ZS_6_C6255936_1	536	376	425	ISMmg2	1380	429	380	0.9	--	0	50	60.0	3e-09	length=536 	Family:IS110
ZS_6_C6256522_1	537	334	386	ISAzs17	7252	1669	1721	0.9	--	0	53	65.9	5e-11	length=537 	Family:Tn3
ZS_6_C6264438_1	551	1	551	ISPa38	6455	3298	2748	1	--	0	551	1092	0.0	length=551 	Family:Tn3
ZS_6_C6264906_1	552	459	520	ISAzo12	3075	789	850	0.9	--	0	62	75.8	6e-14	length=552 	Family:IS21
ZS_6_C6265148_1	552	503	552	ISPps1	1863	1176	1127	0.9	--	0	50	60.0	3e-09	length=552 	Family:IS91
ZS_6_C6266384_1	554	1	117	TnShfr1	5131	4952	4836	0.91	--	0	117	153	3e-37	length=554 	Family:Tn3
ZS_6_C6266636_1	555	13	555	ISMpo10	4911	4318	4860	0.9	--	0	543	648	0.0	length=555 	Family:Tn3
ZS_6_C6268030_1	557	225	292	ISBj3	1284	1063	996	0.91	--	0	68	87.7	1e-17	length=557 	Family:IS3
ZS_6_C6268640_1	558	10	63	ISAzo19	2423	650	703	0.94	--	0	54	83.8	2e-16	length=558 	Family:IS66
ZS_6_C6268640_1	558	287	337	ISAzo19	2423	926	976	0.9	--	0	51	61.9	8e-10	length=558 	Family:IS66
ZS_6_C6269786_1	561	500	560	ISAzs17	7252	2633	2573	0.91	--	0	61	81.8	9e-16	length=561 	Family:Tn3
ZS_6_C6270964_1	563	349	402	ISPa63	2654	469	522	0.9	--	0	54	67.9	1e-11	length=563 	Family:IS21
ZS_6_C6271752_1	565	66	119	ISApr12	1524	1055	1002	0.9	--	0	54	67.9	1e-11	length=565 	Family:IS5
ZS_6_C6273202_1	567	6	218	ISCARN16	2594	2126	2338	0.9	--	0	213	264	1e-70	length=567 	Family:IS21
ZS_6_C6280046_1	581	340	389	ISAzvi2	1396	383	334	0.94	--	0	50	75.8	6e-14	length=581 	Family:IS110
ZS_6_C6284401_1	591	203	257	ISAzo18	1471	595	649	0.9	--	0	55	69.9	4e-12	length=591 	Family:IS3
ZS_6_C6286229_1	595	68	151	ISAzs17	7252	3320	3403	0.95	--	0	84	135	8e-32	length=595 	Family:Tn3
ZS_6_C6295461_1	618	1	618	ISMpe1	1295	1005	388	1	--	0	618	1225	0.0	length=618 	Family:IS3
ZS_6_C6296253_1	620	393	443	ISMdi27	2476	470	520	0.92	--	0	51	69.9	4e-12	length=620 	Family:IS21
ZS_6_C6299205_1	628	135	185	ISStag2	1035	635	585	0.92	--	0	51	69.9	4e-12	length=628 	Family:IS481
ZS_6_C6310103_1	660	38	660	TnAs3	18735	5156	5778	0.94	--	0	623	981	0.0	length=660 	Family:Tn3
ZS_6_C6310719_1	662	185	244	ISXoo7	1157	941	882	0.91	--	0	60	79.8	4e-15	length=662 	Family:IS5
ZS_6_C6315081_1	677	473	534	ISSoEn2	1315	1031	1092	0.91	--	0	62	83.8	3e-16	length=677 	Family:IS256
ZS_6_C6325143_1	715	31	85	ISRjo2	1147	702	648	0.9	--	0	55	69.9	4e-12	length=715 	Family:IS630
ZS_6_C6325777_1	718	4	671	ISPbe1	1200	532	1199	0.93	--	0	668	983	0.0	length=718 	Family:IS3
ZS_6_C6326209_1	720	651	708	ISIde1	1448	859	802	0.91	--	0	58	75.8	7e-14	length=720 	Family:ISL3
ZS_6_C6326587_1	721	97	721	ISVsa3	977	196	820	1	--	0	625	1239	0.0	length=721 	Family:IS91
ZS_6_C6332245_1	747	502	565	ISAnsp1	1520	819	882	0.9	--	0	64	79.8	5e-15	length=747 	Family:IS1182
ZS_6_C6338953_1	781	176	249	ISCARN39	1106	176	249	0.9	--	0	74	91.7	1e-18	length=781 	Family:IS630
ZS_6_C6341369_1	796	66	116	ISAli7	1416	370	420	0.9	--	0	51	61.9	1e-09	length=796 	Family:IS256
ZS_6_C6342445_1	802	741	800	ISPa39	1254	251	192	0.9	--	0	60	71.9	1e-12	length=802 	Family:IS3
ZS_6_C6345837_1	823	762	813	TnAs3	18735	4111	4162	0.9	--	0	52	63.9	3e-10	length=823 	Family:Tn3
ZS_6_C6349488_1	849	57	116	ISMex14	1381	640	581	0.9	--	0	60	71.9	1e-12	length=849 	Family:IS256
ZS_6_C6350738_1	857	600	668	ISMdi6	1466	539	471	0.91	--	0	69	89.7	6e-18	length=857 	Family:IS1182
ZS_6_C6352666_1	872	1	772	TnAs3	18735	14577	13806	1	--	0	772	1530	0.0	length=872 	Family:Tn3
ZS_6_C6352666_1	872	582	772	TnAs3	18735	10837	10647	1	--	0	191	379	1e-105	length=872 	Family:Tn3
ZS_6_C6352786_1	873	1	873	IS1166	1469	140	1011	0.99	--	0	873	1707	0.0	length=873 	Family:IS256
ZS_6_C6355652_1	897	349	399	ISCARN69	1153	624	574	0.9	--	0	51	61.9	1e-09	length=897 	Family:IS630
ZS_6_C6356032_1	900	810	864	TnXo19	18767	5871	5817	0.9	--	0	55	69.9	6e-12	length=900 	Family:Tn3
ZS_6_C6359530_1	933	242	297	ISVsp2	2089	1757	1702	0.91	--	0	56	71.9	1e-12	length=933 	Family:IS1634
ZS_6_C6360682_1	945	38	95	ISBcen26	1041	891	834	0.91	--	0	58	75.8	1e-13	length=945 	Family:IS481
ZS_6_C6361862_1	956	716	769	ISRme9	2688	1356	1303	0.92	--	0	54	75.8	1e-13	length=956 	Family:IS21
ZS_6_C6362094_1	958	581	645	ISAzo41	1158	601	665	0.92	--	0	65	89.7	6e-18	length=958 	Family:IS5
ZS_6_C6369878_1	1056	13	87	ISDar2	1322	1068	994	0.92	--	0	75	101	2e-21	length=1056 	Family:IS4
ZS_6_C6375875_1	1161	22	82	ISCARN24	2778	2371	2311	0.9	--	0	61	73.8	5e-13	length=1161 	Family:IS21
ZS_6_C6376119_1	1166	1	1166	ISSp1	1646	450	1615	1	--	0	1166	2311	0.0	length=1166 	Family:IS1380
ZS_6_C6380791_1	1281	529	586	ISApr12	1524	497	554	0.91	--	0	58	75.8	1e-13	length=1281 	Family:IS5
ZS_6_C6380919_1	1285	22	83	ISXo1	1156	601	540	0.9	--	0	62	75.8	1e-13	length=1285 	Family:IS5
ZS_6_C6380983_1	1287	1	1287	ISPa38	6455	684	1970	1	--	0	1287	2551	0.0	length=1287 	Family:Tn3
ZS_6_C6380993_1	1287	1000	1079	ISRso8	1287	285	206	0.91	--	0	80	103	6e-22	length=1287 	Family:IS3
ZS_6_C6382143_1	1324	739	803	ISNha3	1631	1137	1201	0.9	--	0	65	81.8	2e-15	length=1324 	Family:IS1380
ZS_6_C6382371_1	1332	871	1020	ISAzo14	1925	1510	1659	0.9	--	0	150	178	1e-44	length=1332 	Family:IS1634
ZS_6_C6383781_1	1380	370	443	ISVsp13	1503	1077	1004	0.9	--	0	74	91.7	2e-18	length=1380 	Family:IS3
ZS_6_C6386773_1	1508	1434	1496	ISAau2	2222	171	109	0.92	--	0	63	85.7	2e-16	length=1508 	Family:IS21
ZS_6_C6389937_1	1716	294	365	ISVei6	1688	1391	1320	0.9	--	0	72	87.7	5e-17	length=1716 	Family:IS1182
ZS_6_C6392025_1	1927	1	1927	ISCARN17	2539	16	1943	0.9	--	0	1931	2282	0.0	length=1927 	Family:IS21
ZS_6_C6393273_1	2111	1286	1344	ISApr6	2479	1432	1490	0.91	--	0	59	77.8	5e-14	length=2111 	Family:IS66
ZS_6_C6394723_1	2460	833	892	ISSsp4	2558	1631	1572	0.91	--	0	60	79.8	2e-14	length=2460 	Family:IS21
ZS_6_C6394723_1	2460	2407	2459	ISSsp4	2558	53	1	0.92	--	0	53	73.8	1e-12	length=2460 	Family:IS21
ZS_6_scaffold10157_1	585	481	539	ISRme4	2469	801	859	0.93	--	0	59	85.7	6e-17	length=585 	Family:IS21
ZS_6_scaffold11210_1	956	158	241	IS401	1316	276	359	0.9	--	0	84	103	4e-22	length=956 	Family:IS3
ZS_6_scaffold1164_1	2544	2213	2266	ISPst3	2606	668	721	0.92	--	0	54	75.8	3e-13	length=2544 	Family:IS21
ZS_6_scaffold124545_1	820	101	216	ISPa38	6455	4930	4815	0.93	--	0	116	167	3e-41	length=820 	Family:Tn3
ZS_6_scaffold1280_1	5581	4932	4982	ISThsp11	1814	1727	1777	0.92	--	0	51	69.9	4e-11	length=5581 	Family:IS3
ZS_6_scaffold128573_1	1293	107	1293	IS1071	3201	3201	2015	1	--	0	1187	2353	0.0	length=1293 	Family:Tn3
ZS_6_scaffold128573_1	1293	107	212	IS1071	3201	1	106	0.94	--	0	106	163	7e-40	length=1293 	Family:Tn3
ZS_6_scaffold132894_1	649	528	637	ISAar30	1435	596	705	0.91	--	0	110	147	2e-35	length=649 	Family:ISL3
ZS_6_scaffold13693_2	503	237	292	IS408	2798	670	725	0.92	--	0	56	79.8	3e-15	length=503 	Family:IS21
ZS_6_scaffold13820_1	860	607	657	ISAav4	1308	1025	1075	0.94	--	0	51	77.8	2e-14	length=860 	Family:IS3
ZS_6_scaffold141320_1	552	346	395	ISPha2	1387	855	806	0.9	--	0	50	60.0	3e-09	length=552 	Family:IS5
ZS_6_scaffold14459_1	1608	301	358	ISVei6	1688	1363	1306	0.96	--	0	58	99.6	1e-20	length=1608 	Family:IS1182
ZS_6_scaffold14516_1	3254	1	1092	ISCte5	1321	1092	1	0.99	--	0	1092	2157	0.0	length=3254 	Family:IS5
ZS_6_scaffold154543_1	840	356	447	ISPko4	1524	441	532	0.9	--	0	92	111	2e-24	length=840 	Family:IS3
ZS_6_scaffold154543_2	522	208	295	ISCc3	1514	1166	1253	0.93	--	0	88	127	2e-29	length=522 	Family:IS3
ZS_6_scaffold154543_2	522	4	70	ISCc3	1514	962	1028	0.91	--	0	67	85.7	5e-17	length=522 	Family:IS3
ZS_6_scaffold157481_1	557	1	557	ISTha2	1268	122	678	0.94	--	0	557	882	0.0	length=557 	Family:ISAs1
ZS_6_scaffold160359_1	620	443	499	ISRso8	1287	471	527	0.91	--	0	57	73.8	2e-13	length=620 	Family:IS3
ZS_6_scaffold168283_2	1001	185	239	ISMaq1	1194	1001	947	0.92	--	0	55	77.8	3e-14	length=1001 	Family:IS3
ZS_6_scaffold169405_1	1770	501	562	ISAzo6	1925	500	561	0.93	--	0	62	91.7	3e-18	length=1770 	Family:IS1634
ZS_6_scaffold169405_1	1770	1308	1358	ISAzo6	1925	1310	1360	0.94	--	0	51	77.8	5e-14	length=1770 	Family:IS1634
ZS_6_scaffold17167_1	4489	4419	4489	ISRso9	1483	897	967	0.91	--	0	71	93.7	2e-18	length=4489 	Family:IS5
ZS_6_scaffold173109_1	712	41	123	ISThsp2	2644	867	785	0.91	--	0	83	109	5e-24	length=712 	Family:IS21
ZS_6_scaffold175501_1	599	359	408	ISBcen3	1413	880	929	0.92	--	0	50	67.9	1e-11	length=599 	Family:IS110
ZS_6_scaffold176832_1	1148	904	1040	ISVsa3	977	977	841	1	--	0	137	272	1e-72	length=1148 	Family:IS91
ZS_6_scaffold177431_2	520	133	182	ISPa36	2468	591	640	0.9	--	0	50	60.0	3e-09	length=520 	Family:IS21
ZS_6_scaffold179919_1	995	104	156	ISThu1	1637	965	913	0.92	--	0	53	73.8	4e-13	length=995 	Family:IS1182
ZS_6_scaffold180440_1	712	625	712	ISAzs17	7252	3308	3395	0.9	--	0	88	111	1e-24	length=712 	Family:Tn3
ZS_6_scaffold181187_1	884	1	884	ISAzo14	1925	1056	173	0.92	--	0	884	1261	0.0	length=884 	Family:IS1634
ZS_6_scaffold185743_1	751	43	113	ISMtsp13	1428	1210	1140	0.9	--	0	71	85.7	8e-17	length=751 	Family:IS256
ZS_6_scaffold18591_2	966	1	499	ISThph1	1674	216	714	1	--	0	499	989	0.0	length=966 	Family:IS1182
ZS_6_scaffold18591_2	966	594	966	ISThph1	1674	809	1181	0.99	--	0	373	731	0.0	length=966 	Family:IS1182
ZS_6_scaffold185939_1	766	352	427	ISIde1	1448	353	428	0.92	--	0	76	103	3e-22	length=766 	Family:ISL3
ZS_6_scaffold192829_1	519	1	519	ISPa38	6455	3818	3300	1	--	0	519	1029	0.0	length=519 	Family:Tn3
ZS_6_scaffold193187_1	1355	14	66	TnXo19	18767	3893	3841	0.9	--	0	53	65.9	1e-10	length=1355 	Family:Tn3
